,age,c_charge_desc,c_charge_degree,c_days_from_compas,is_recid,juv_fel_count,juv_misd_count,juv_other_count,priors_count,r_days_from_arrest,race,sex,vr_charge_desc
14593,44,Tamper With Witness/Victim/CI,1,1406.0,0,0,0,0,12,0.0,African-American,Male,na
14594,40,Felony DUI (level 3),1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
14595,40,Felony DUI (level 3),1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
14596,34,Battery,1,117.0,0,0,0,0,1,0.0,African-American,Female,na
14599,34,arrest case no charge,1,126.0,0,0,0,0,1,0.0,Caucasian,Female,na
14600,34,arrest case no charge,1,126.0,0,0,0,0,1,0.0,Caucasian,Female,na
14601,22,arrest case no charge,1,104.0,0,0,0,0,3,0.0,Caucasian,Male,na
14602,22,arrest case no charge,1,104.0,0,0,0,0,3,0.0,Caucasian,Male,na
14603,41,Battery,1,0.0,0,0,0,0,0,0.0,African-American,Female,na
14604,20,Battery,1,1.0,1,0,0,1,0,0.0,African-American,Female,Battery
14605,30,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14606,43,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
14607,20,Grand Theft (Motor Vehicle),1,1.0,0,0,0,1,0,0.0,African-American,Male,na
14608,20,Grand Theft (Motor Vehicle),1,1.0,0,0,0,1,0,0.0,African-American,Male,na
14609,51,Felony Driving While Lic Suspd,1,1.0,1,0,0,0,4,0.0,Caucasian,Male,na
14611,30,Disorderly Conduct,1,0.0,0,0,0,0,0,0.0,African-American,Female,na
14612,25,Possession of Oxycodone,1,0.0,0,0,0,0,0,0.0,Caucasian,Female,na
14615,42,Possession of Cocaine,1,0.0,1,1,0,0,7,0.0,African-American,Male,na
14616,42,Possession of Cocaine,1,0.0,1,1,0,0,7,0.0,African-American,Male,na
14617,42,Possession of Cocaine,1,0.0,1,1,0,0,7,0.0,African-American,Male,na
14618,42,Possession of Cocaine,1,0.0,1,1,0,0,7,0.0,African-American,Male,na
14619,21,Poss Pyrrolidinovalerophenone,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
14620,21,Poss Pyrrolidinovalerophenone,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
14621,21,Poss Pyrrolidinovalerophenone,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
14622,21,Poss Pyrrolidinovalerophenone,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
14624,44,Lewd or Lascivious Molestation,1,234.0,0,0,0,0,4,0.0,Caucasian,Male,na
14625,24,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
14626,36,arrest case no charge,1,26.0,0,0,0,0,12,0.0,Caucasian,Male,na
14627,36,Battery,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
14628,39,Felony DUI - Enhanced,1,1.0,1,0,0,0,0,0.0,Caucasian,Male,Battery
14629,32,Battery,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
14630,32,Battery,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
14631,30,Aggravated Battery (Firearm),1,83.0,0,0,0,0,1,0.0,African-American,Male,na
14632,50,Battery,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
14633,38,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14635,27,arrest case no charge,1,23.0,1,0,0,0,8,0.0,African-American,Female,na
14636,27,arrest case no charge,1,23.0,1,0,0,0,8,0.0,African-American,Female,na
14637,21,Aggravated Assault w/Firearm,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
14638,24,arrest case no charge,1,1249.0,0,0,0,0,2,0.0,Caucasian,Male,na
14640,30,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,0,0.0,Caucasian,Female,na
14641,30,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,0,0.0,Caucasian,Female,na
14642,43,Battery,1,1.0,1,0,0,0,0,0.0,Caucasian,Female,na
14643,30,Battery,1,1.0,1,6,0,0,8,0.0,African-American,Male,Battery
14644,30,Battery,1,1.0,1,6,0,0,8,0.0,African-American,Male,Battery
14645,22,Pos Cannabis W/Intent Sel/Del,1,511.0,1,0,0,0,2,0.0,African-American,Male,na
14646,22,Pos Cannabis W/Intent Sel/Del,1,511.0,1,0,0,0,2,0.0,African-American,Male,na
14647,22,Pos Cannabis W/Intent Sel/Del,1,511.0,1,0,0,0,2,0.0,African-American,Male,na
14648,26,Assault,1,2.0,1,0,0,0,1,0.0,Caucasian,Female,na
14649,26,Assault,1,2.0,1,0,0,0,1,0.0,Caucasian,Female,na
14650,26,Assault,1,2.0,1,0,0,0,1,0.0,Caucasian,Female,na
14651,37,Possession of Cocaine,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
14652,37,Possession of Cocaine,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
14653,25,Driving While License Revoked,1,1.0,1,0,0,0,5,0.0,Caucasian,Male,na
14654,25,Driving While License Revoked,1,1.0,1,0,0,0,5,0.0,Caucasian,Male,na
14655,25,Driving While License Revoked,1,1.0,1,0,0,0,5,0.0,Caucasian,Male,na
14656,25,Driving While License Revoked,1,1.0,1,0,0,0,5,0.0,Caucasian,Male,na
14657,65,Possession Of Heroin,1,1.0,1,0,0,0,1,0.0,Caucasian,Male,na
14658,65,Possession Of Heroin,1,1.0,1,0,0,0,1,0.0,Caucasian,Male,na
14659,65,Possession Of Heroin,1,1.0,1,0,0,0,1,0.0,Caucasian,Male,na
14665,43,Disorderly Conduct,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14666,29,False Imprisonment,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
14670,32,arrest case no charge,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
14671,32,arrest case no charge,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
14674,21,arrest case no charge,1,234.0,1,0,2,6,8,0.0,African-American,Male,Agg Fleeing/Eluding High Speed
14675,21,Burglary Unoccupied Dwelling,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
14676,47,Battery,1,0.0,1,0,0,0,13,0.0,Caucasian,Male,Battery
14677,36,arrest case no charge,1,13.0,0,0,0,0,4,0.0,African-American,Female,na
14678,36,arrest case no charge,1,13.0,0,0,0,0,4,0.0,African-American,Female,na
14679,25,Driving While License Revoked,1,21.0,1,0,0,0,6,0.0,African-American,Female,na
14680,25,Driving While License Revoked,1,21.0,1,0,0,0,6,0.0,African-American,Female,na
14681,25,Driving While License Revoked,1,21.0,1,0,0,0,6,0.0,African-American,Female,na
14682,25,Driving While License Revoked,1,21.0,1,0,0,0,6,0.0,African-American,Female,na
14683,25,Driving While License Revoked,1,21.0,1,0,0,0,6,0.0,African-American,Female,na
14684,25,Driving While License Revoked,1,21.0,1,0,0,0,6,0.0,African-American,Female,na
14685,32,Battery,1,0.0,1,0,0,0,4,0.0,Caucasian,Male,Felony Battery w/Prior Convict
14686,32,Battery,1,0.0,1,0,0,0,4,0.0,Caucasian,Male,Felony Battery w/Prior Convict
14687,43,Neglect Child / No Bodily Harm,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
14688,34,Pos Cannabis W/Intent Sel/Del,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
14689,27,Sale/Del Cannabis At/Near Scho,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
14690,26,Battery,1,1.0,1,0,0,0,8,78.0,African-American,Male,na
14691,26,Battery,1,1.0,1,0,0,0,8,78.0,African-American,Male,na
14692,26,Battery,1,1.0,1,0,0,0,8,78.0,African-American,Male,na
14693,26,Battery,1,1.0,1,0,0,0,8,78.0,African-American,Male,na
14694,62,Obtain Control Substance By Fraud,1,20.0,0,0,0,0,2,0.0,Caucasian,Male,na
14696,21,arrest case no charge,1,22.0,0,0,0,0,1,0.0,African-American,Male,na
14701,33,Possession of Cocaine,1,0.0,0,0,0,0,0,0.0,African-American,Male,na
14702,40,Possess Cannabis/20 Grams Or Less,1,54.0,1,2,0,0,23,0.0,African-American,Male,Aggravated Assault W/Dead Weap
14703,38,Disorderly Conduct,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
14704,41,arrest case no charge,1,1.0,0,0,0,0,7,0.0,African-American,Male,na
14705,25,Burglary Conveyance Armed,1,1.0,1,0,0,0,7,0.0,Caucasian,Male,na
14706,25,Burglary Conveyance Armed,1,1.0,1,0,0,0,7,0.0,Caucasian,Male,na
14707,25,Burglary Conveyance Armed,1,1.0,1,0,0,0,7,0.0,Caucasian,Male,na
14708,21,Burglary Conveyance Assault/Bat,1,11.0,0,0,0,0,1,0.0,Caucasian,Male,na
14709,74,Disorderly Intoxication,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
14711,21,arrest case no charge,1,15.0,0,1,0,0,1,0.0,African-American,Male,na
14712,21,arrest case no charge,1,15.0,0,1,0,0,1,0.0,African-American,Male,na
14713,21,arrest case no charge,1,15.0,0,1,0,0,1,0.0,African-American,Male,na
14714,41,Battery,1,1.0,1,0,0,0,5,0.0,Caucasian,Male,na
14715,54,Battery,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
14716,57,Strong Armed  Robbery,1,378.0,1,0,0,0,11,0.0,African-American,Male,na
14719,30,Aggravated Battery / Pregnant,1,1.0,0,0,1,0,1,0.0,African-American,Male,na
14720,33,Possession Of Heroin,1,2.0,1,0,0,0,3,0.0,Caucasian,Female,D.U.I. Serious Bodily Injury
14721,23,arrest case no charge,1,33.0,0,0,0,0,4,0.0,African-American,Male,na
14722,23,arrest case no charge,1,33.0,0,0,0,0,4,0.0,African-American,Male,na
14723,24,Driving Under The Influence,1,0.0,0,0,0,0,2,0.0,Caucasian,Male,na
14725,29,Battery,1,2.0,0,0,0,0,0,0.0,Caucasian,Female,na
14726,42,Poss Contr Subst W/o Prescript,1,1.0,1,0,0,0,0,178.0,Caucasian,Female,na
14727,42,Poss Contr Subst W/o Prescript,1,1.0,1,0,0,0,0,178.0,Caucasian,Female,na
14728,42,Poss Contr Subst W/o Prescript,1,1.0,1,0,0,0,0,178.0,Caucasian,Female,na
14729,21,Battery,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
14730,30,Driving While License Revoked,1,0.0,0,0,0,1,1,0.0,Caucasian,Female,na
14731,33,arrest case no charge,1,2.0,0,0,0,0,3,0.0,African-American,Male,na
14732,64,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
14733,33,Uttering a Forged Instrument,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14735,21,Possession of Cocaine,1,1.0,1,0,0,1,2,0.0,African-American,Male,na
14736,21,Possession of Cocaine,1,1.0,1,0,0,1,2,0.0,African-American,Male,na
14737,21,Possession of Cocaine,1,1.0,1,0,0,1,2,0.0,African-American,Male,na
14738,21,Possession of Cocaine,1,1.0,1,0,0,1,2,0.0,African-American,Male,na
14739,21,Possession of Cocaine,1,1.0,1,0,0,1,2,0.0,African-American,Male,na
14740,41,Petit Theft,1,5.0,1,0,0,0,9,0.0,Caucasian,Female,na
14741,41,Petit Theft,1,5.0,1,0,0,0,9,0.0,Caucasian,Female,na
14742,41,Petit Theft,1,5.0,1,0,0,0,9,0.0,Caucasian,Female,na
14743,41,Petit Theft,1,5.0,1,0,0,0,9,0.0,Caucasian,Female,na
14744,27,arrest case no charge,1,20.0,0,0,0,0,2,0.0,Caucasian,Male,na
14745,28,arrest case no charge,1,1.0,0,0,0,0,5,0.0,African-American,Female,na
14749,52,False 911 Call,1,0.0,0,0,0,0,3,0.0,African-American,Female,na
14750,20,Aggrav Battery w/Deadly Weapon,1,0.0,0,0,0,0,0,0.0,African-American,Female,na
14756,28,Poss Contr Subst W/o Prescript,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
14757,34,arrest case no charge,1,12.0,0,0,0,0,1,0.0,African-American,Female,na
14761,25,Corrupt Public Servant,1,1.0,1,0,0,0,0,0.0,African-American,Male,Battery on Law Enforc Officer
14762,27,Battery,1,1.0,1,0,0,0,0,0.0,African-American,Female,Battery
14763,33,arrest case no charge,1,1.0,0,0,0,0,3,0.0,Caucasian,Male,na
14764,35,"Poss3,4 Methylenedioxymethcath",1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
14766,40,Battery,1,1.0,1,0,0,0,2,0.0,African-American,Male,Battery
14767,40,Battery,1,1.0,1,0,0,0,2,0.0,African-American,Male,Battery
14769,24,Battery,1,1.0,1,0,0,2,2,0.0,African-American,Male,Aggrav Battery w/Deadly Weapon
14770,24,Possession of Cocaine,1,1.0,1,5,1,0,10,0.0,African-American,Male,Burglary Dwelling Assault/Batt
14771,23,Opert With Susp DL 2nd Offens,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
14773,29,Possession of Cocaine,1,0.0,0,0,0,0,8,0.0,Caucasian,Male,na
14774,44,Traff In Cocaine <400g>150 Kil,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14775,54,arrest case no charge,1,293.0,0,0,0,0,13,0.0,African-American,Male,na
14777,50,Felony Battery (Dom Strang),1,0.0,0,0,0,0,1,0.0,Caucasian,Male,na
14778,59,arrest case no charge,1,3583.0,0,0,0,0,1,0.0,African-American,Male,na
14779,21,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
14780,21,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
14781,21,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
14782,21,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
14783,21,Grand Theft in the 3rd Degree,1,1.0,1,0,0,0,1,0.0,African-American,Male,na
14785,24,Grand Theft in the 3rd Degree,1,1.0,1,0,0,2,2,41.0,African-American,Male,na
14786,24,Grand Theft in the 3rd Degree,1,1.0,1,0,0,2,2,41.0,African-American,Male,na
14787,24,Grand Theft in the 3rd Degree,1,1.0,1,0,0,2,2,41.0,African-American,Male,na
14788,24,Grand Theft in the 3rd Degree,1,1.0,1,0,0,2,2,41.0,African-American,Male,na
14789,24,Grand Theft in the 3rd Degree,1,1.0,1,0,0,2,2,41.0,African-American,Male,na
14790,45,Possession Of Alprazolam,1,7.0,0,0,0,0,2,0.0,Caucasian,Female,na
14791,45,Possession Of Alprazolam,1,7.0,0,0,0,0,2,0.0,Caucasian,Female,na
14792,33,arrest case no charge,1,57.0,1,0,2,3,11,32.0,African-American,Male,na
14793,33,arrest case no charge,1,57.0,1,0,2,3,11,32.0,African-American,Male,na
14794,33,arrest case no charge,1,57.0,1,0,2,3,11,32.0,African-American,Male,na
14795,29,Possess Cannabis/20 Grams Or Less,1,1.0,0,0,0,0,3,0.0,African-American,Male,na
14796,20,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14797,20,Burglary Conveyance Unoccup,1,1.0,0,0,0,0,6,0.0,Caucasian,Male,na
14798,25,Battery,1,0.0,0,0,0,0,0,0.0,Caucasian,Female,na
14799,21,Grand Theft (Motor Vehicle),1,2.0,0,0,0,0,1,0.0,African-American,Male,na
14800,41,Poss Pyrrolidinovalerophenone,1,19.0,0,0,0,0,18,0.0,African-American,Male,na
14801,41,Poss Pyrrolidinovalerophenone,1,19.0,0,0,0,0,18,0.0,African-American,Male,na
14802,38,Trespass Structure w/Dang Weap,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
14803,38,Trespass Structure w/Dang Weap,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
14804,46,arrest case no charge,1,1.0,0,0,0,0,1,0.0,Caucasian,Male,na
14805,33,Battery,1,28.0,1,0,0,2,9,0.0,African-American,Male,Battery
14811,39,Uttering a Forged Instrument,1,1.0,1,0,0,0,3,0.0,African-American,Female,na
14812,39,Uttering a Forged Instrument,1,1.0,1,0,0,0,3,0.0,African-American,Female,na
14813,39,Uttering a Forged Instrument,1,1.0,1,0,0,0,3,0.0,African-American,Female,na
14814,58,arrest case no charge,1,16.0,0,0,0,0,2,0.0,African-American,Male,na
14815,58,arrest case no charge,1,16.0,0,0,0,0,2,0.0,African-American,Male,na
14816,23,arrest case no charge,1,4.0,0,0,0,0,1,0.0,African-American,Male,na
14817,23,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14818,23,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14819,38,DUI Property Damage/Injury,1,0.0,0,0,0,0,14,0.0,Caucasian,Female,na
14820,23,Battery,1,169.0,1,0,0,0,3,0.0,African-American,Female,na
14821,23,Battery,1,169.0,1,0,0,0,3,0.0,African-American,Female,na
14823,35,arrest case no charge,1,1.0,0,0,0,0,4,0.0,African-American,Male,na
14824,35,arrest case no charge,1,1.0,0,0,0,0,4,0.0,African-American,Male,na
14825,49,Possession Burglary Tools,1,1.0,1,0,0,0,12,0.0,Caucasian,Male,na
14827,27,Battery,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
14828,22,Driving While License Revoked,1,1.0,0,0,1,3,2,0.0,African-American,Male,na
14829,29,Aggravated Battery (Firearm),1,1.0,1,0,0,0,0,51.0,African-American,Female,Battery
14831,31,Possession of Cocaine,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14837,65,Fraudulent Use of Credit Card,1,1.0,0,0,0,0,0,0.0,Caucasian,Female,na
14839,24,Burglary Conveyance Unoccup,1,0.0,0,0,0,2,6,0.0,Caucasian,Male,na
14840,24,Burglary Conveyance Unoccup,1,0.0,0,0,0,2,6,0.0,Caucasian,Male,na
14841,27,Battery,1,0.0,0,0,0,0,0,0.0,African-American,Female,na
14842,46,DUI Property Damage/Injury,1,0.0,0,0,0,0,0,0.0,African-American,Male,na
14844,20,Pos Cannabis W/Intent Sel/Del,1,1.0,1,0,0,0,0,85.0,African-American,Male,na
14845,20,Pos Cannabis W/Intent Sel/Del,1,1.0,1,0,0,0,0,85.0,African-American,Male,na
14847,29,Grand Theft (Motor Vehicle),1,1.0,1,0,0,0,16,1.0,African-American,Male,na
14848,29,Grand Theft (Motor Vehicle),1,1.0,1,0,0,0,16,1.0,African-American,Male,na
14849,29,Grand Theft (Motor Vehicle),1,1.0,1,0,0,0,16,1.0,African-American,Male,na
14850,29,Grand Theft (Motor Vehicle),1,1.0,1,0,0,0,16,1.0,African-American,Male,na
14851,39,Retail Theft $300 1st Offense,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
14855,29,Burglary Dwelling Occupied,1,0.0,1,0,0,0,7,0.0,African-American,Male,na
14856,29,Burglary Dwelling Occupied,1,0.0,1,0,0,0,7,0.0,African-American,Male,na
14857,56,Unlicensed Telemarketing,1,1.0,0,0,0,0,3,0.0,Caucasian,Female,na
14858,43,Murder 2nd Degree W/Deadly Wep,1,10.0,0,0,0,0,3,0.0,Caucasian,Male,na
14859,21,"Deliver 3,4 Methylenediox",1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14860,26,Resist/Obstruct W/O Violence,1,3.0,0,0,0,0,7,0.0,African-American,Female,na
14861,40,Possession of Cocaine,1,0.0,1,0,0,0,0,0.0,African-American,Male,Battery Spouse Or Girlfriend
14862,22,Viol Injunct Domestic Violence,1,1.0,1,0,0,0,2,0.0,African-American,Male,Battery
14863,22,Viol Injunct Domestic Violence,1,1.0,1,0,0,0,2,0.0,African-American,Male,Battery
14864,55,arrest case no charge,1,2.0,0,0,0,0,1,0.0,African-American,Female,na
14865,39,Driving Under The Influence,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
14866,22,Battery on Law Enforc Officer,1,0.0,1,0,1,0,1,0.0,African-American,Male,na
14867,22,Battery on Law Enforc Officer,1,0.0,1,0,1,0,1,0.0,African-American,Male,na
14868,22,Battery on Law Enforc Officer,1,0.0,1,0,1,0,1,0.0,African-American,Male,na
14869,31,Resist Officer w/Violence,1,1.0,0,0,0,0,7,0.0,African-American,Male,na
14870,31,Resist Officer w/Violence,1,1.0,0,0,0,0,7,0.0,African-American,Male,na
14874,36,Burglary Structure Unoccup,1,0.0,0,0,0,0,1,0.0,Caucasian,Male,na
14875,30,Computer Pornography,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14876,56,Corrupt Public Servant,1,53.0,1,0,0,0,17,0.0,Caucasian,Male,Battery
14877,29,arrest case no charge,1,48.0,0,0,0,0,1,0.0,African-American,Male,na
14878,36,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14879,38,Unlaw Use False Name/Identity,1,0.0,0,0,0,0,5,0.0,African-American,Male,na
14883,36,Viol Pretrial Release Dom Viol,1,18.0,0,0,0,0,5,0.0,Caucasian,Male,na
14884,32,Robbery / Weapon,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14886,34,Agg Battery Grt/Bod/Harm,1,1.0,1,0,0,0,5,0.0,African-American,Female,na
14887,24,Burglary Damage Property>$1000,1,1.0,0,1,0,0,2,0.0,African-American,Male,na
14891,33,Tamper With Witness/Victim/CI,1,1.0,0,0,0,0,1,0.0,African-American,Male,na
14892,33,Possess Cannabis/20 Grams Or Less,1,2337.0,0,0,0,0,1,0.0,African-American,Male,na
14893,33,Possess Cannabis/20 Grams Or Less,1,2337.0,0,0,0,0,1,0.0,African-American,Male,na
14894,52,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
14895,20,Poss Tetrahydrocannabinols,1,1.0,1,0,1,1,1,0.0,Caucasian,Male,na
14896,20,Poss Tetrahydrocannabinols,1,1.0,1,0,1,1,1,0.0,Caucasian,Male,na
14897,20,Poss Tetrahydrocannabinols,1,1.0,1,0,1,1,1,0.0,Caucasian,Male,na
14899,38,Battery,1,1.0,0,0,0,0,5,0.0,African-American,Male,na
14900,46,Driving License Suspended,1,0.0,0,0,0,0,0,0.0,Caucasian,Male,na
14901,27,Uttering a Forged Instrument,1,1.0,1,0,0,0,0,0.0,African-American,Male,na
14902,20,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
14903,21,arrest case no charge,1,1.0,0,0,1,0,6,0.0,Caucasian,Male,na
14904,25,Carrying Concealed Firearm,1,0.0,0,0,2,0,6,0.0,African-American,Male,na
14905,20,Aggravated Assault W/Dead Weap,1,17.0,1,0,0,0,2,0.0,African-American,Male,Battery
14906,20,Aggravated Assault W/Dead Weap,1,17.0,1,0,0,0,2,0.0,African-American,Male,Battery
14907,36,Forge Counterfeit Credit Card,1,1.0,0,0,0,0,10,0.0,African-American,Male,na
14908,51,DUI- Enhanced,1,291.0,0,0,0,0,1,0.0,African-American,Female,na
14909,23,arrest case no charge,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
14910,23,arrest case no charge,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
14911,23,arrest case no charge,1,1.0,0,0,0,0,2,0.0,African-American,Male,na
14912,29,Burglary Conveyance Unoccup,1,7.0,1,0,0,0,1,157.0,Caucasian,Female,na
14913,29,Burglary Conveyance Unoccup,1,7.0,1,0,0,0,1,157.0,Caucasian,Female,na
14914,29,Burglary Conveyance Unoccup,1,7.0,1,0,0,0,1,157.0,Caucasian,Female,na
14915,47,Aggravated Assault W/Dead Weap,1,35.0,0,0,0,0,3,0.0,African-American,Female,na
14916,35,Driving While License Revoked,1,1.0,1,0,0,0,7,0.0,African-American,Female,na
14917,35,Driving While License Revoked,1,1.0,1,0,0,0,7,0.0,African-American,Female,na
14918,35,Driving While License Revoked,1,1.0,1,0,0,0,7,0.0,African-American,Female,na
14919,37,Battery,1,1.0,1,0,0,0,1,0.0,Caucasian,Male,na
14920,63,Criminal Mischief,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
14921,27,Robbery / Weapon,1,234.0,0,0,0,0,2,0.0,African-American,Male,na
14922,27,Aggravated Battery / Pregnant,1,1.0,1,0,0,0,1,0.0,African-American,Male,Agg Assault W/int Com Fel Dome
14923,27,Aggravated Battery / Pregnant,1,1.0,1,0,0,0,1,0.0,African-American,Male,Agg Assault W/int Com Fel Dome
14924,27,Burglary Unoccupied Dwelling,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14925,27,Burglary Unoccupied Dwelling,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14926,24,Possess Cannabis/20 Grams Or Less,1,0.0,1,0,0,0,2,0.0,African-American,Male,na
14927,24,Possess Cannabis/20 Grams Or Less,1,0.0,1,0,0,0,2,0.0,African-American,Male,na
14928,24,Possess Cannabis/20 Grams Or Less,1,0.0,1,0,0,0,2,0.0,African-American,Male,na
14929,41,Battery,1,1.0,0,4,0,0,17,0.0,African-American,Male,na
14933,32,Criminal Mischief>$200<$1000,1,451.0,1,0,1,0,13,159.0,African-American,Male,na
14934,32,Criminal Mischief>$200<$1000,1,451.0,1,0,1,0,13,159.0,African-American,Male,na
14935,32,Criminal Mischief>$200<$1000,1,451.0,1,0,1,0,13,159.0,African-American,Male,na
14936,32,Criminal Mischief>$200<$1000,1,451.0,1,0,1,0,13,159.0,African-American,Male,na
14937,43,DUI Property Damage/Injury,1,1.0,0,0,0,0,2,0.0,Caucasian,Male,na
14938,26,Driving Under The Influence,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
14939,25,Grand Theft in the 3rd Degree,1,0.0,1,0,0,0,4,0.0,Caucasian,Male,na
14940,25,Grand Theft in the 3rd Degree,1,0.0,1,0,0,0,4,0.0,Caucasian,Male,na
14942,24,Susp Drivers Lic 1st Offense,1,251.0,0,2,1,0,10,0.0,African-American,Male,na
14943,27,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14944,27,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14945,27,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14946,22,Resist/Obstruct W/O Violence,1,3.0,0,0,0,0,1,0.0,African-American,Male,na
14947,48,Battery,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
14948,26,Battery,1,23.0,0,0,0,0,1,0.0,African-American,Female,na
14950,23,Burglary Conveyance Unoccup,1,20.0,1,0,0,2,1,0.0,Caucasian,Male,na
14951,23,Burglary Conveyance Unoccup,1,20.0,1,0,0,2,1,0.0,Caucasian,Male,na
14952,23,Burglary Conveyance Unoccup,1,20.0,1,0,0,2,1,0.0,Caucasian,Male,na
14953,22,Battery,1,1.0,1,0,1,1,3,62.0,Caucasian,Male,na
14954,22,Battery,1,1.0,1,0,1,1,3,62.0,Caucasian,Male,na
14955,51,arrest case no charge,1,60.0,0,0,0,0,4,0.0,African-American,Female,na
14956,41,arrest case no charge,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14957,41,arrest case no charge,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14958,21,Burglary Unoccupied Dwelling,1,1.0,0,0,0,0,0,0.0,African-American,Male,na
14959,32,Criminal Mischief>$200<$1000,1,652.0,0,0,0,0,1,0.0,African-American,Male,na
14960,33,Use Computer for Child Exploit,1,44.0,0,0,0,0,3,0.0,Caucasian,Male,na
14961,33,Use Computer for Child Exploit,1,44.0,0,0,0,0,3,0.0,Caucasian,Male,na
14963,39,Susp Drivers Lic 1st Offense,1,1.0,0,0,0,0,3,0.0,African-American,Female,na
14964,39,Susp Drivers Lic 1st Offense,1,1.0,0,0,0,0,3,0.0,African-American,Female,na
14966,22,Grand Theft in the 3rd Degree,1,1.0,0,0,0,0,0,0.0,African-American,Female,na
14967,49,arrest case no charge,1,0.0,0,0,0,0,6,0.0,Caucasian,Male,na
14968,49,arrest case no charge,1,0.0,0,0,0,0,6,0.0,Caucasian,Male,na
14969,60,arrest case no charge,1,178.0,0,0,0,0,13,0.0,Caucasian,Male,na
14970,60,arrest case no charge,1,178.0,0,0,0,0,13,0.0,Caucasian,Male,na
14971,46,Battery,1,1.0,0,0,0,0,0,0.0,Caucasian,Male,na
